Idade,Anos_Experiencia,Escolaridade,Segunda_Lingua,Terceira_Lingua,Regiao,Profissao,Salario
58.0,38.0,Mestrado,Inglês,Nenhuma,Norte,Pesquisador,25124.48
60.0,34.0,Fundamental,Nenhuma,Nenhuma,Nordeste,Agrônomo,3234.63
62.0,38.0,Superior,Inglês,Nenhuma,Sul,Motorista,6458.26
43.0,14.0,Médio,Francês,Nenhuma,Sudeste,Consultor,5230.1
33.0,18.0,Técnico,Nenhuma,Nenhuma,Nordeste,Advogado,12979.37
53.0,29.0,Médio,Italiano,Nenhuma,Centro-Oeste,Professor,5168.19
50.0,37.0,Médio,Inglês,Nenhuma,Sul,Médico,21440.34
37.0,31.0,Médio,Nenhuma,Nenhuma,Sudeste,Programador,11735.48
30.0,39.0,Técnico,Inglês,Francês,Norte,Analista de Dados,16288.74
50.0,28.0,Superior,Inglês,Espanhol,Sul,Cientista,18797.9
22.0,5.0,Superior,Inglês,Nenhuma,Sudeste,Economista,6360.91
54.0,,Superior,Francês,Nenhuma,Nordeste,Agrônomo,4885.84
31.0,,Superior,Nenhuma,Nenhuma,Sudeste,Consultor,8939.09
44.0,34.0,Mestrado,Inglês,Inglês,Sudeste,Cientista,37981.0
40.0,27.0,Superior,Nenhuma,Alemão,Nordeste,Técnico,6954.96
31.0,4.0,Fundamental,Inglês,Francês,Sudeste,Consultor,5000.13
57.0,15.0,Médio,Inglês,Espanhol,Sudeste,Consultor,6955.9
21.0,17.0,Técnico,Inglês,Inglês,Sul,Analista de Dados,11966.6
56.0,12.0,Doutorado,Nenhuma,Alemão,Nordeste,Motorista,5765.72
36.0,24.0,Médio,Inglês,Nenhuma,Sudeste,Técnico,6768.94
64.0,9.0,Pós,Inglês,Alemão,Centro-Oeste,Motorista,4418.71
21.0,28.0,Fundamental,Inglês,Nenhuma,Nordeste,Policial,4555.3
47.0,9.0,Técnico,Inglês,Espanhol,Sudeste,Médico,14249.99
36.0,5.0,Pós,Inglês,Inglês,Sudeste,Administrador,9886.25
48.0,15.0,Técnico,Inglês,Nenhuma,Sudeste,Pesquisador,14682.87
48.0,24.0,Superior,Inglês,Nenhuma,Nordeste,Economista,9785.49
26.0,3.0,Doutorado,Italiano,Nenhuma,Sul,Vendedor,4913.57
30.0,36.0,Médio,Inglês,Nenhuma,Sudeste,Vendedor,5757.75
31.0,33.0,Superior,Inglês,Nenhuma,Sudeste,Motorista,7257.3
63.0,18.0,Técnico,Inglês,Nenhuma,Nordeste,Designer,7325.8
27.0,32.0,Doutorado,Inglês,Inglês,Nordeste,Agrônomo,13136.53
65.0,3.0,Pós,Inglês,Nenhuma,Nordeste,Programador,10758.72
48.0,33.0,Médio,Inglês,Espanhol,Sul,Designer,8695.44
54.0,11.0,Doutorado,Inglês,Nenhuma,Nordeste,Professor,9331.22
40.0,30.0,Médio,Inglês,Espanhol,Sudeste,Arquiteto,14494.72
44.0,15.0,Médio,Italiano,Inglês,Sudeste,Enfermeiro,5715.16
,xxx,Superior,Inglês,Espanhol,Norte,Professor,5353.78
43.0,1.0,Pós,Inglês,Nenhuma,Sudeste,Administrador,7176.24
19.0,35.0,Pós,Inglês,Francês,Sudeste,Designer,16114.48
62.0,5.0,Superior,Italiano,Inglês,Sudeste,Vendedor,
30.0,22.0,Superior,Inglês,Inglês,Norte,Médico,19080.13
36.0,38.0,Doutorado,Inglês,Inglês,Sul,Consultor,23811.58
18.0,36.0,Mestrado,Nenhuma,Espanhol,Sudeste,Enfermeiro,11607.88
57.0,15.0,Superior,Inglês,Alemão,Sudeste,Policial,7518.06
49.0,18.0,Médio,Italiano,Nenhuma,Centro-Oeste,Designer,4994.53
39.0,23.0,Mestrado,Nenhuma,Italiano,Sudeste,Pesquisador,19243.08
65.0,26.0,Pós,Nenhuma,Nenhuma,Sul,Consultor,11855.84
46.0,6.0,Doutorado,Francês,Inglês,Sudeste,Advogado,23013.13
19.0,29.0,Médio,Inglês,Italiano,Sudeste,Cientista,15991.69
57.0,13.0,Pós,Alemão,Nenhuma,Nordeste,Consultor,6928.6
55.0,14.0,Doutorado,Alemão,Nenhuma,Centro-Oeste,Técnico,8621.01
65.0,11.0,Superior,Inglês,Espanhol,Sudeste,Analista de Dados,15766.5
28.0,28.0,Pós,Inglês,Nenhuma,Sudeste,Cientista,erro
erro,22.0,Doutorado,Inglês,Inglês,Sul,Policial,12806.15
60.0,12.0,Superior,Inglês,Nenhuma,Nordeste,Designer,7416.11
25.0,8.0,Superior,Inglês,Alemão,Sudeste,Médico,14621.69
39.0,23.0,Fundamental,Italiano,Espanhol,Sudeste,Analista de Dados,9222.51
21.0,38.0,Superior,Nenhuma,Nenhuma,Sul,Motorista,4464.92
28.0,29.0,Técnico,Inglês,Inglês,Sul,Engenheiro,20051.61
25.0,0.0,Médio,Inglês,Inglês,Sudeste,Designer,5345.69
26.0,9.0,Pós,Nenhuma,Espanhol,Nordeste,Advogado,erro
43.0,37.0,Fundamental,Inglês,Francês,Sudeste,Economista,9965.11
19.0,14.0,Doutorado,Inglês,Nenhuma,Sudeste,Enfermeiro,9621.02
33.0,8.0,Superior,Inglês,Inglês,Sul,Programador,10906.29
48.0,12.0,Superior,Inglês,Nenhuma,Sul,Professor,9387.76
23.0,22.0,Técnico,Alemão,Nenhuma,Sudeste,Analista de Dados,10954.94
38.0,32.0,Médio,Nenhuma,Nenhuma,Sul,Médico,15011.58
43.0,8.0,Médio,Alemão,Espanhol,Norte,Motorista,1843.75
36.0,2.0,Médio,Nenhuma,Nenhuma,Sul,Cientista,7376.43
45.0,29.0,Mestrado,Inglês,Espanhol,Sul,Economista,13213.93
25.0,8.0,Pós,Nenhuma,Nenhuma,Sul,Engenheiro,15316.65
31.0,24.0,Mestrado,Inglês,Nenhuma,Sudeste,Médico,28700.33
41.0,23.0,Pós,Inglês,Nenhuma,Nordeste,Designer,10784.34
65.0,31.0,Superior,Inglês,Nenhuma,Sul,Analista de Dados,17599.26
61.0,6.0,Superior,Nenhuma,Italiano,Centro-Oeste,Enfermeiro,3533.43
54.0,35.0,Técnico,Italiano,Inglês,Sudeste,Médico,
43.0,24.0,Pós,Inglês,Espanhol,Norte,Vendedor,3915.6
48.0,19.0,Médio,Inglês,Nenhuma,Centro-Oeste,Policial,4507.8
49.0,16.0,Superior,Nenhuma,Inglês,Nordeste,Policial,4788.39
58.0,35.0,Médio,Nenhuma,Nenhuma,Centro-Oeste,Programador,8433.27
19.0,25.0,Superior,Francês,Nenhuma,Nordeste,Analista de Dados,11906.85
42.0,18.0,Técnico,Inglês,Espanhol,Centro-Oeste,Motorista,3780.61
61.0,36.0,Médio,Inglês,Inglês,Nordeste,Programador,13493.68
19.0,2.0,Superior,Inglês,Espanhol,Sul,Analista de Dados,8913.65
59.0,27.0,Médio,Inglês,Espanhol,Sudeste,Técnico,6846.63
18.0,21.0,Médio,Inglês,Nenhuma,Sul,Economista,6898.24
,18.0,Técnico,Inglês,Francês,Norte,Programador,8184.96
29.0,15.0,Técnico,Alemão,Nenhuma,Sul,Cientista,12567.52
26.0,5.0,Mestrado,Nenhuma,Inglês,Norte,Pesquisador,13560.51
53.0,36.0,Superior,Nenhuma,Nenhuma,Sudeste,Enfermeiro,7349.89
58.0,30.0,Mestrado,Alemão,Alemão,Sul,Agrônomo,9389.15
45.0,33.0,Médio,Inglês,Inglês,Nordeste,Enfermeiro,7054.53
55.0,30.0,Técnico,Inglês,Inglês,Sul,Economista,9028.83
50.0,10.0,Superior,Nenhuma,Italiano,Centro-Oeste,Advogado,10043.23
59.0,35.0,Médio,Inglês,Nenhuma,Centro-Oeste,Programador,276155.4
63.0,5.0,Médio,Inglês,Nenhuma,Sudeste,Administrador,6293.02
,26.0,Superior,Inglês,Espanhol,Sul,Policial,7974.7
42.0,6.0,Superior,Inglês,Alemão,Sul,Programador,12097.63
35.0,31.0,Médio,Inglês,Nenhuma,Sudeste,Administrador,9892.96
23.0,7.0,Médio,Inglês,Francês,Nordeste,Professor,6082.46
35.0,32.0,Pós,Francês,Espanhol,Nordeste,Advogado,erro
33.0,14.0,Médio,Inglês,Nenhuma,Nordeste,Vendedor,2474.62
32.0,26.0,Doutorado,Inglês,Nenhuma,Nordeste,Cientista,27847.38
65.0,29.0,Doutorado,Inglês,Inglês,Centro-Oeste,Analista de Dados,
25.0,21.0,Mestrado,Inglês,Francês,Sul,Consultor,15752.54
30.0,28.0,Médio,Inglês,Nenhuma,Sul,Policial,7054.87
60.0,29.0,Fundamental,Inglês,Nenhuma,Sudeste,Engenheiro,erro
24.0,1.0,Doutorado,Inglês,Espanhol,Nordeste,Enfermeiro,5873.8
34.0,14.0,Técnico,Nenhuma,Inglês,Sudeste,Vendedor,2986.95
49.0,,Técnico,Inglês,Nenhuma,Nordeste,Policial,6076.72
erro,6.0,Técnico,Inglês,Nenhuma,Sudeste,Técnico,5818.99
30.0,26.0,Médio,Nenhuma,Nenhuma,Nordeste,Agrônomo,4371.27
64.0,20.0,Pós,Francês,Espanhol,Nordeste,Vendedor,4098.34
40.0,12.0,Doutorado,Nenhuma,Nenhuma,Sudeste,Pesquisador,24808.73
46.0,16.0,Pós,Inglês,Francês,Sudeste,Motorista,7319.32
39.0,10.0,Superior,Inglês,Italiano,Nordeste,Arquiteto,12073.41
18.0,9.0,Técnico,Inglês,Nenhuma,Sudeste,Consultor,erro
46.0,32.0,Superior,Nenhuma,Nenhuma,Sul,Engenheiro,22790.56
65.0,13.0,Médio,Inglês,Nenhuma,Sudeste,Analista de Dados,11223.14
22.0,36.0,Médio,Inglês,Nenhuma,Sudeste,Técnico,7979.9
52.0,7.0,Médio,Italiano,Inglês,Sudeste,Motorista,2342.52
27.0,32.0,Superior,Italiano,Inglês,Centro-Oeste,Designer,8732.54
36.0,6.0,Fundamental,Nenhuma,Francês,Nordeste,Policial,2607.8
54.0,33.0,Doutorado,Nenhuma,Nenhuma,Sudeste,Engenheiro,37810.38
24.0,6.0,Doutorado,Francês,Nenhuma,Sul,Técnico,133680.8
63.0,6.0,Médio,Inglês,Nenhuma,Sul,Agrônomo,4605.18
52.0,35.0,Superior,Inglês,Nenhuma,Sudeste,Médico,29814.79
62.0,6.0,Pós,Inglês,Inglês,Centro-Oeste,Designer,9549.9
30.0,19.0,Doutorado,Inglês,Inglês,Sudeste,Cientista,32696.29
,17.0,Mestrado,Inglês,Inglês,Sudeste,Vendedor,6657.82
19.0,xxx,Técnico,Inglês,Nenhuma,Sudeste,Advogado,17351.61
23.0,39.0,Médio,Inglês,Inglês,Sudeste,Advogado,24331.24
,13.0,Técnico,Nenhuma,Nenhuma,Sul,Designer,4752.25
53.0,20.0,Superior,Nenhuma,Nenhuma,Sul,Analista de Dados,11885.52
42.0,26.0,Técnico,Francês,Inglês,Sudeste,Administrador,9837.81
61.0,25.0,Pós,Inglês,Nenhuma,Sul,Programador,18516.95
64.0,26.0,Técnico,Nenhuma,Nenhuma,Nordeste,Consultor,5688.5
57.0,23.0,Mestrado,Inglês,Nenhuma,Sudeste,Advogado,23416.22
24.0,4.0,Médio,Alemão,Nenhuma,Sudeste,Professor,4232.47
63.0,37.0,Técnico,Nenhuma,Nenhuma,Norte,Agrônomo,5430.05
40.0,27.0,Superior,Inglês,Espanhol,Sul,Médico,19129.17
36.0,31.0,Técnico,Nenhuma,Nenhuma,Nordeste,Cientista,9496.64
63.0,23.0,Pós,Inglês,Nenhuma,Sul,Agrônomo,7229.78
,5.0,Superior,Nenhuma,Inglês,Sudeste,Médico,271416.8
30.0,9.0,Mestrado,Inglês,Alemão,Sul,Designer,11053.4
38.0,2.0,Doutorado,Inglês,Nenhuma,Sudeste,Agrônomo,10012.13
18.0,6.0,Mestrado,Alemão,Francês,Nordeste,Agrônomo,5864.1
36.0,28.0,Superior,Inglês,Nenhuma,Sul,Programador,17958.77
50.0,33.0,Superior,Inglês,Nenhuma,Sudeste,Administrador,10847.44
21.0,6.0,Médio,Alemão,Espanhol,Sudeste,Analista de Dados,7005.8
59.0,16.0,Superior,Inglês,Nenhuma,Nordeste,Cientista,13500.14
20.0,12.0,Doutorado,Nenhuma,Inglês,Sudeste,Policial,8301.21
44.0,20.0,Médio,Inglês,Francês,Centro-Oeste,Arquiteto,12470.98
58.0,30.0,Pós,Inglês,Nenhuma,Sudeste,Técnico,12373.55
52.0,8.0,Mestrado,Nenhuma,Nenhuma,Sudeste,Pesquisador,17186.55
45.0,12.0,Doutorado,Inglês,Nenhuma,Nordeste,Agrônomo,7872.73
23.0,16.0,Técnico,Inglês,Nenhuma,Sudeste,Pesquisador,12067.93
23.0,7.0,Técnico,Inglês,Espanhol,Norte,Engenheiro,11728.24
61.0,8.0,Médio,Alemão,Nenhuma,Norte,Economista,3557.92
40.0,8.0,Pós,Francês,Nenhuma,Nordeste,Consultor,6068.8
50.0,39.0,Médio,Inglês,Francês,Sudeste,Pesquisador,18600.16
33.0,29.0,Técnico,Nenhuma,Espanhol,Sudeste,Médico,14659.91
41.0,6.0,Técnico,Italiano,Inglês,Sudeste,Médico,13234.9
22.0,16.0,Técnico,Italiano,Nenhuma,Nordeste,Motorista,2739.83
58.0,38.0,Superior,Nenhuma,Inglês,Centro-Oeste,Professor,11897.02
59.0,37.0,Superior,Inglês,Espanhol,Nordeste,Pesquisador,16365.08
30.0,4.0,Doutorado,Francês,Nenhuma,Norte,Advogado,14823.09
64.0,16.0,Médio,Nenhuma,Nenhuma,Sudeste,Advogado,12070.28
29.0,39.0,Pós,Inglês,Nenhuma,Sudeste,Engenheiro,31499.56
22.0,0.0,Superior,Italiano,Inglês,Sul,Engenheiro,13853.84
54.0,15.0,Médio,Nenhuma,Nenhuma,Sudeste,Engenheiro,12336.97
48.0,16.0,Mestrado,Alemão,Nenhuma,Sul,Médico,19004.64
45.0,xxx,Médio,Inglês,Inglês,Nordeste,Designer,7010.45
45.0,30.0,Pós,Inglês,Inglês,Sudeste,Cientista,27581.8
47.0,34.0,Pós,Francês,Inglês,Sudeste,Técnico,10447.61
35.0,7.0,Superior,Alemão,Italiano,Nordeste,Professor,5375.28
61.0,29.0,Técnico,Italiano,Nenhuma,Nordeste,Técnico,5788.94
44.0,38.0,Superior,Inglês,Nenhuma,Nordeste,Arquiteto,16032.52
52.0,20.0,Pós,Inglês,Nenhuma,Sul,Técnico,7411.35
43.0,14.0,Superior,Italiano,Inglês,Norte,Agrônomo,4149.26
56.0,33.0,Mestrado,Francês,Inglês,Sul,Pesquisador,28785.12
35.0,26.0,Superior,Italiano,Nenhuma,Sudeste,Cientista,19943.97
50.0,1.0,Técnico,Nenhuma,Nenhuma,Sudeste,Professor,5101.7
42.0,9.0,Médio,Inglês,Nenhuma,Sul,Advogado,12700.14
48.0,4.0,Superior,Inglês,Nenhuma,Norte,Pesquisador,9661.83
54.0,26.0,Pós,Alemão,Espanhol,Sudeste,Agrônomo,9519.5
19.0,3.0,Médio,Nenhuma,Nenhuma,Nordeste,Motorista,1725.53
50.0,12.0,Médio,Nenhuma,Nenhuma,Norte,Pesquisador,5953.45
erro,16.0,Fundamental,Inglês,Nenhuma,Sudeste,Vendedor,2300.95
60.0,20.0,Superior,Alemão,Nenhuma,Sudeste,Enfermeiro,7323.92
60.0,xxx,Superior,Italiano,Nenhuma,Sudeste,Advogado,17290.55
49.0,32.0,Superior,Alemão,Nenhuma,Centro-Oeste,Enfermeiro,7692.35
35.0,14.0,Técnico,Inglês,Nenhuma,Sul,Designer,6893.15
34.0,13.0,Superior,Inglês,Nenhuma,Centro-Oeste,Cientista,15738.48
51.0,8.0,Pós,Inglês,Inglês,Sudeste,Vendedor,5179.84
56.0,36.0,Médio,Francês,Espanhol,Sul,Policial,6143.44
24.0,29.0,Médio,Inglês,Nenhuma,Sul,Cientista,13158.61
59.0,28.0,Superior,Italiano,Alemão,Sudeste,Designer,10981.82
52.0,22.0,Mestrado,Inglês,Nenhuma,Sudeste,Policial,9966.07
47.0,33.0,Técnico,Inglês,Nenhuma,Sul,Médico,20635.82
,6.0,Doutorado,Inglês,Alemão,Nordeste,Consultor,10124.94
52.0,8.0,Médio,Inglês,Espanhol,Nordeste,Designer,4644.9
28.0,3.0,Médio,Inglês,Nenhuma,Nordeste,Agrônomo,3486.13
61.0,1.0,Superior,Inglês,Espanhol,Sudeste,Designer,6528.43
21.0,26.0,Pós,Nenhuma,Nenhuma,Sudeste,Analista de Dados,15162.74
42.0,32.0,Técnico,Nenhuma,Espanhol,Norte,Vendedor,3084.97
65.0,31.0,Superior,Nenhuma,Nenhuma,Norte,Advogado,16082.35
49.0,36.0,Fundamental,Inglês,Espanhol,Sul,Analista de Dados,9830.69
37.0,26.0,Superior,Italiano,Espanhol,Sudeste,Programador,13882.56
48.0,27.0,Médio,Inglês,Inglês,Sudeste,Agrônomo,erro
21.0,2.0,Superior,Inglês,Italiano,Sudeste,Designer,7838.19
55.0,35.0,Superior,Nenhuma,Nenhuma,Sul,Pesquisador,19485.6
64.0,7.0,Pós,Alemão,Inglês,Nordeste,Motorista,3887.88
18.0,36.0,Superior,Inglês,Nenhuma,Sudeste,Analista de Dados,20089.65
20.0,37.0,Superior,Italiano,Inglês,Norte,Técnico,6654.71
54.0,21.0,Superior,Inglês,Espanhol,Sudeste,Professor,
39.0,13.0,Doutorado,Inglês,Nenhuma,Centro-Oeste,Arquiteto,20270.18
34.0,14.0,Pós,Italiano,Inglês,Nordeste,Programador,12213.86
31.0,3.0,Pós,Inglês,Nenhuma,Centro-Oeste,Enfermeiro,5265.92
58.0,17.0,Superior,Francês,Inglês,Sudeste,Professor,9443.02
52.0,0.0,Superior,Inglês,Inglês,Sul,Advogado,16222.49
30.0,11.0,Técnico,Inglês,Espanhol,Sudeste,Enfermeiro,4705.68
52.0,16.0,Pós,Nenhuma,Nenhuma,Sudeste,Cientista,19524.04
60.0,18.0,Médio,Inglês,Nenhuma,Sul,Enfermeiro,106259.79999999999
19.0,35.0,Fundamental,Alemão,Nenhuma,Sudeste,Engenheiro,14273.28
64.0,6.0,Superior,Inglês,Nenhuma,Sul,Programador,13088.16
erro,8.0,Médio,Inglês,Francês,Centro-Oeste,Técnico,4933.89
33.0,7.0,Doutorado,Inglês,Italiano,Sudeste,Vendedor,6495.08
,24.0,Pós,Inglês,Francês,Norte,Motorista,5153.2
24.0,6.0,Superior,Inglês,Francês,Sul,Designer,8227.87
62.0,7.0,Técnico,Inglês,Inglês,Sudeste,Professor,7736.65
53.0,23.0,Superior,Nenhuma,Alemão,Sul,Economista,8153.19
58.0,16.0,Superior,Italiano,Inglês,Sudeste,Professor,10459.32
47.0,11.0,Técnico,Inglês,Inglês,Norte,Motorista,3374.87
59.0,30.0,Doutorado,Inglês,Francês,Sudeste,Cientista,32567.61
58.0,11.0,Médio,Nenhuma,Espanhol,Sudeste,Policial,4942.86
24.0,1.0,Pós,Inglês,Nenhuma,Norte,Motorista,3714.61
32.0,11.0,Mestrado,Inglês,Nenhuma,Nordeste,Designer,8760.42
57.0,26.0,Doutorado,Inglês,Nenhuma,Norte,Motorista,8121.01
36.0,6.0,Superior,Nenhuma,Nenhuma,Nordeste,Técnico,3556.48
60.0,12.0,Superior,Inglês,Nenhuma,Sudeste,Vendedor,3882.07
54.0,35.0,Doutorado,Inglês,Nenhuma,Sul,Médico,45214.07
19.0,0.0,Mestrado,Italiano,Inglês,Sudeste,Cientista,15145.93
59.0,34.0,Pós,Nenhuma,Inglês,Sul,Pesquisador,18089.24
65.0,29.0,Pós,Francês,Inglês,Centro-Oeste,Técnico,9029.8
30.0,30.0,Superior,Inglês,Inglês,Sul,Engenheiro,22904.38
57.0,16.0,Fundamental,Nenhuma,Inglês,Nordeste,Policial,2665.41
58.0,7.0,Médio,Inglês,Inglês,Sudeste,Arquiteto,10005.72
60.0,2.0,Superior,Nenhuma,Nenhuma,Sudeste,Agrônomo,4481.88
60.0,9.0,Técnico,Inglês,Nenhuma,Nordeste,Pesquisador,10962.26
48.0,33.0,Superior,Nenhuma,Italiano,Nordeste,Designer,8251.27
33.0,21.0,Superior,Inglês,Nenhuma,Sudeste,Vendedor,5616.56
59.0,3.0,Superior,Inglês,Espanhol,Sudeste,Médico,13992.53
61.0,31.0,Médio,Inglês,Alemão,Sul,Técnico,5782.96
,28.0,Pós,Inglês,Nenhuma,Sudeste,Motorista,5602.57
45.0,10.0,Doutorado,Francês,Nenhuma,Nordeste,Motorista,4409.12
49.0,12.0,Pós,Italiano,Nenhuma,Nordeste,Economista,7382.32
61.0,3.0,Médio,Nenhuma,Espanhol,Sudeste,Programador,5602.63
27.0,1.0,Superior,Inglês,Espanhol,Centro-Oeste,Enfermeiro,3983.43
35.0,33.0,Mestrado,Inglês,Inglês,Sudeste,Cientista,27441.12
21.0,21.0,Superior,Nenhuma,Nenhuma,Centro-Oeste,Designer,7209.95
26.0,4.0,Superior,Italiano,Alemão,Centro-Oeste,Professor,6380.14
24.0,8.0,Técnico,Alemão,Nenhuma,Sul,Analista de Dados,8086.95
25.0,19.0,Técnico,Inglês,Nenhuma,Sudeste,Enfermeiro,6647.91
60.0,20.0,Médio,Inglês,Nenhuma,Sudeste,Vendedor,4581.93
24.0,16.0,Médio,Inglês,Nenhuma,Nordeste,Vendedor,2823.69
58.0,,Superior,Inglês,Nenhuma,Centro-Oeste,Designer,8266.59
57.0,27.0,Superior,Francês,Nenhuma,Sudeste,Pesquisador,15829.43
20.0,17.0,Pós,Alemão,Espanhol,Sudeste,Economista,10037.06
34.0,2.0,Técnico,Inglês,Inglês,Sudeste,Analista de Dados,10882.68
19.0,4.0,Superior,Nenhuma,Alemão,Sul,Engenheiro,14449.46
32.0,13.0,Superior,Nenhuma,Nenhuma,Nordeste,Técnico,
63.0,25.0,Doutorado,Italiano,Nenhuma,Nordeste,Designer,11139.7
46.0,18.0,Técnico,Inglês,Nenhuma,Sudeste,Economista,erro
65.0,16.0,Técnico,Inglês,Nenhuma,Centro-Oeste,Cientista,10584.82
39.0,38.0,Superior,Italiano,Nenhuma,Sudeste,Consultor,11411.65
21.0,3.0,Pós,Inglês,Nenhuma,Sudeste,Policial,7300.06
23.0,34.0,Doutorado,Italiano,Inglês,Nordeste,Técnico,9991.77
55.0,23.0,Superior,Inglês,Nenhuma,Nordeste,Programador,12448.47
43.0,12.0,Mestrado,Italiano,Nenhuma,Sudeste,Administrador,10889.32
28.0,32.0,Superior,Inglês,Nenhuma,Nordeste,Vendedor,5325.89
43.0,14.0,Fundamental,Inglês,Nenhuma,Sul,Advogado,8936.48
34.0,14.0,Mestrado,Alemão,Francês,Sudeste,Vendedor,6068.28
41.0,xxx,Técnico,Francês,Inglês,Sudeste,Advogado,21929.36
45.0,27.0,Médio,Alemão,Inglês,Sudeste,Enfermeiro,6271.2
52.0,9.0,Doutorado,Inglês,Nenhuma,Sul,Cientista,21072.56
48.0,6.0,Técnico,Nenhuma,Espanhol,Sudeste,Agrônomo,4164.82
30.0,32.0,Médio,Inglês,Nenhuma,Norte,Programador,9817.16
52.0,6.0,Técnico,Nenhuma,Nenhuma,Nordeste,Programador,6638.3
33.0,4.0,Superior,Nenhuma,Inglês,Norte,Engenheiro,11879.47
32.0,25.0,Médio,Inglês,Inglês,Sul,Consultor,7140.36
60.0,,Técnico,Inglês,Inglês,Centro-Oeste,Consultor,6901.05
35.0,7.0,Superior,Inglês,Inglês,Nordeste,Médico,14677.36
64.0,21.0,Doutorado,Francês,Nenhuma,Centro-Oeste,Designer,12029.58
54.0,33.0,Técnico,Nenhuma,Francês,Sul,Administrador,9827.87
erro,39.0,Superior,Francês,Inglês,Nordeste,Agrônomo,6423.65
65.0,27.0,Superior,Inglês,Nenhuma,Centro-Oeste,Enfermeiro,8320.2
58.0,35.0,Médio,Inglês,Nenhuma,Nordeste,Administrador,9167.13
44.0,6.0,Técnico,Inglês,Inglês,Sudeste,Consultor,6773.84
52.0,39.0,Superior,Francês,Nenhuma,Norte,Programador,10821.4
62.0,27.0,Pós,Nenhuma,Nenhuma,Sul,Economista,12330.69
52.0,1.0,Técnico,Francês,Nenhuma,Sul,Cientista,7421.66
45.0,8.0,Fundamental,Italiano,Francês,Centro-Oeste,Agrônomo,2763.31
56.0,5.0,Fundamental,Inglês,Inglês,Sul,Médico,8081.76
55.0,0.0,Superior,Alemão,Nenhuma,Centro-Oeste,Designer,3946.49
26.0,2.0,Superior,Inglês,Nenhuma,Nordeste,Motorista,2442.4
29.0,9.0,Superior,Nenhuma,Nenhuma,Centro-Oeste,Técnico,3947.41
32.0,36.0,Pós,Inglês,Nenhuma,Sul,Arquiteto,25178.75
38.0,22.0,Doutorado,Francês,Espanhol,Sudeste,Administrador,16643.99
52.0,32.0,Doutorado,Italiano,Espanhol,Nordeste,Arquiteto,19867.93
59.0,8.0,Pós,Francês,Nenhuma,Norte,Consultor,5610.88
50.0,12.0,Superior,Inglês,Francês,Sudeste,Consultor,8347.11
36.0,27.0,Médio,Inglês,Italiano,Sul,Pesquisador,13845.53
40.0,6.0,Técnico,Francês,Espanhol,Sul,Policial,4413.01
30.0,25.0,Superior,Nenhuma,Nenhuma,Sul,Vendedor,5136.42
61.0,15.0,Doutorado,Inglês,Nenhuma,Sudeste,Analista de Dados,27579.28
18.0,39.0,Médio,Inglês,Francês,Centro-Oeste,Consultor,7637.41
,25.0,Pós,Inglês,Inglês,Sul,Enfermeiro,8424.89
41.0,38.0,Doutorado,Alemão,Espanhol,Sul,Vendedor,7349.93
erro,31.0,Mestrado,Nenhuma,Nenhuma,Sudeste,Vendedor,5893.28
42.0,35.0,Pós,Francês,Nenhuma,Centro-Oeste,Programador,13383.42
40.0,0.0,Técnico,Inglês,Alemão,Sul,Administrador,4796.46
45.0,20.0,Fundamental,Nenhuma,Alemão,Centro-Oeste,Vendedor,2171.74
erro,12.0,Médio,Inglês,Nenhuma,Sudeste,Arquiteto,8725.69
33.0,25.0,Pós,Inglês,Espanhol,Nordeste,Enfermeiro,6674.86
60.0,8.0,Médio,Inglês,Italiano,Sul,Vendedor,2879.11
55.0,36.0,Técnico,Italiano,Nenhuma,Sul,Pesquisador,12892.96
28.0,22.0,Superior,Nenhuma,Nenhuma,Sudeste,Agrônomo,5373.2
20.0,0.0,Superior,Inglês,Alemão,Sudeste,Advogado,16150.84
32.0,,Superior,Inglês,Espanhol,Sul,Designer,6049.03
18.0,27.0,Doutorado,Alemão,Inglês,Nordeste,Economista,15330.87
24.0,35.0,Fundamental,Inglês,Francês,Sudeste,Vendedor,4738.87
18.0,30.0,Superior,Inglês,Espanhol,Sudeste,Advogado,28307.38
49.0,4.0,Superior,Inglês,Nenhuma,Sul,Cientista,10624.59
26.0,,Técnico,Inglês,Nenhuma,Sudeste,Motorista,5849.84
46.0,24.0,Superior,Italiano,Espanhol,Sudeste,Consultor,7649.17
43.0,7.0,Superior,Inglês,Nenhuma,Nordeste,Policial,4751.22
40.0,33.0,Superior,Inglês,Nenhuma,Centro-Oeste,Cientista,17856.93
62.0,38.0,Médio,Inglês,Nenhuma,Norte,Cientista,11692.46
60.0,31.0,Mestrado,Alemão,Alemão,Nordeste,Professor,13177.04
46.0,10.0,Doutorado,Inglês,Alemão,Nordeste,Agrônomo,10793.76
55.0,24.0,Médio,Nenhuma,Nenhuma,Centro-Oeste,Enfermeiro,3901.98
50.0,,Superior,Inglês,Nenhuma,Centro-Oeste,Designer,5441.52
24.0,31.0,Superior,Inglês,Nenhuma,Sudeste,Analista de Dados,16162.76
29.0,34.0,Médio,Inglês,Inglês,Norte,Designer,8374.84
48.0,31.0,Superior,Inglês,Espanhol,Sul,Vendedor,4625.43
49.0,33.0,Médio,Inglês,Nenhuma,Sul,Cientista,12528.51
37.0,36.0,Doutorado,Nenhuma,Nenhuma,Sul,Economista,14540.25
34.0,4.0,Superior,Inglês,Inglês,Centro-Oeste,Pesquisador,12231.9
